"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorchSF","PoolArea","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","HomeAge","RemodAge","idxhasG","idxhasMV","idxhasFB1","idxhasFB2","idxhasB","idxhasSF","idxhasPool","idxhasLF","idxhasLQF","idxhasWD","idxhasOP","idxhasEP","idxhasSP","idxisOld","idxhasRem","idxisNew"
1402,60,"RL",62,8.91126026805821,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","PConc","TA","TA","No","GLQ",6.63200190914793,"Unf",0,80,6.73221082565671,"GasA","Ex","Y","SBrkr",6.76157288454479,6.59167386918286,0,7.37337437268469,1,0,2,1,3,1,"TA",8,1,"TA","Attchd",2004,"Fin",2,398,"TA","TA","Y",4.60517118598759,4.31748944686875,0,0,0,-9.21034037197618,4,2008,"Normal",12.1704454684052,4,4,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
1403,20,"RL",64,8.81907399805636,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","Gd","Av","Unf",-9.21034037197618,"Unf",0,1286,7.15929198255806,"GasA","Ex","Y","SBrkr",7.1654935523406,-9.21034037197618,0,7.1654935523406,0,0,2,0,2,1,"Gd",6,1,"Gd","Attchd",2006,"RFn",2,662,"TA","TA","Y",5.12396457464118,4.00733500341264,0,0,0,-9.21034037197618,7,2006,"Partial",12.1749895326322,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1404,20,"RL",49,9.63272815383505,"IR1","CulDSac","Somerst","RRAn","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",4.4308179893188,"Gd","TA","PConc","Gd","TA","Gd","GLQ",6.83410884645646,"Unf",0,556,7.30317011857687,"GasA","Ex","Y","SBrkr",7.28892776282727,-9.21034037197618,0,7.28892776282727,1,0,2,0,3,1,"Gd",6,0,"None","Attchd",2007,"Unf",3,754,"TA","TA","Y",5.12396457464118,5.07517444023363,0,0,0,-9.21034037197618,8,2007,"Normal",12.5529265206145,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
1405,50,"RL",60,9.25052217121516,"Reg","Corner","OldTown","Artery","1Fam","1.5Fin",3,4,1915,1950,"Gable","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","PConc","TA","TA","No","Unf",-9.21034037197618,"Unf",0,672,6.51025848933266,"GasA","TA","Y","SBrkr",6.54247210459901,6.25382900388315,0,7.10167605399176,0,0,1,0,3,1,"TA",6,0,"None","Detchd",1998,"Unf",3,936,"TA","TA","Y",5.37527887064702,-9.21034037197618,160,0,0,-9.21034037197618,1,2006,"Family",11.561715630092,91,56,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0
1406,120,"RM",44,8.25374836935661,"IR1","Inside","Crawfor","Norm","TwnhsE","1Story",8,5,2004,2005,"Hip","CemntBd","CmentBd","Stone",5.15905587392701,"Gd","TA","PConc","Ex","TA","Gd","GLQ",7.22475347860118,"Unf",0,221,7.37400192208542,"GasA","Ex","Y","SBrkr",7.40610344199035,-9.21034037197618,0,7.40610344199035,1,1,2,0,2,1,"Gd",5,1,"Gd","Attchd",2004,"Fin",2,482,"TA","TA","Y",4.85203104516931,3.97029380034279,0,155,0,-9.21034037197618,1,2008,"Normal",12.5245263770123,4,3,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1
1407,85,"RL",70,9.04132984108323,"Reg","Corner","CollgCr","Norm","1Fam","SFoyer",5,7,1972,2007,"Gable","HdBoard","Wd Shng","None",-9.21034037197618,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.4861609413831,"Unf",0,112,6.643789863356,"GasA","TA","Y","SBrkr",6.643789863356,-9.21034037197618,0,6.643789863356,1,0,1,0,2,1,"TA",5,0,"None","Detchd",1988,"Unf",2,396,"TA","TA","Y",4.06044473468286,-9.21034037197618,0,0,0,-9.21034037197618,3,2009,"Normal",11.7981044079558,37,2,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
1408,20,"RL",0,9.08023169801868,"IR1","Corner","Mitchel","Norm","1Fam","1Story",5,5,1985,1985,"Gable","HdBoard","Plywood","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","ALQ",6.43775180973639,"Unf",0,208,6.72503376221485,"GasA","Ex","Y","SBrkr",6.72503376221485,-9.21034037197618,0,6.72503376221485,1,0,1,0,3,1,"TA",5,0,"None","None",0,"None",0,0,"None","None","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,3,2009,"Normal",11.6262541511701,24,24,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1409,70,"RM",60,8.95415697950367,"Reg","Inside","OldTown","Norm","1Fam","2Story",4,7,1910,1950,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","CBlock","Fa","TA","No","Unf",-9.21034037197618,"Unf",0,622,6.43294025351087,"GasA","Gd","Y","SBrkr",6.60800076024884,6.43294025351087,0,7.2174435050641,0,0,1,0,3,1,"TA",6,0,"None","Detchd",1966,"Unf",2,528,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,168,0,-9.21034037197618,6,2010,"Normal",11.7400610383508,100,60,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
1410,60,"RL",46,9.93032421135729,"IR1","CulDSac","NWAmes","Norm","1Fam","2Story",7,6,1986,1991,"Gable","Plywood","Plywood","BrkFace",4.81218516838022,"TA","Gd","CBlock","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,791,6.6732980941899,"GasA","Gd","Y","SBrkr",7.11963571892378,6.75343803528389,0,7.64635377022431,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1986,"Fin",2,542,"TA","TA","Y",5.89715414236198,4.14313631369186,0,0,0,-9.21034037197618,11,2008,"Normal",12.2783933075749,22,17,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
1411,60,"RL",79,9.427063363539,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","TA","No","GLQ",6.50128982069053,"Unf",0,278,6.8501262720777,"GasA","Ex","Y","SBrkr",6.8501262720777,6.79794052458207,0,7.51752090495086,1,0,2,1,3,1,"Gd",6,0,"None","Attchd",2001,"RFn",2,622,"TA","TA","Y",-9.21034037197618,3.80666471199007,0,0,0,-9.21034037197618,6,2009,"Normal",12.3458345883401,8,8,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1412,50,"RL",80,9.16951838787259,"Reg","Inside","NAmes","Norm","1Fam","1.5Fin",6,8,1950,2005,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","Gd","CBlock","TA","TA","No","BLQ",4.78749257611503,"Unf",0,736,6.75227049296416,"GasA","Ex","Y","SBrkr",7.01391556473858,6.32076847410668,0,7.41938064287073,0,0,1,1,3,1,"TA",6,0,"None","Attchd",1950,"Unf",1,271,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,9,2009,"Normal",11.8493977023057,59,4,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
1413,90,"RL",60,8.88183631889304,"Reg","Inside","NAmes","Norm","Duplex","1Story",4,5,1949,1950,"Gable","BrkFace","Stone","None",-9.21034037197618,"TA","TA","Slab","None","None","None","None",-9.21034037197618,"None",0,0,-9.21034037197618,"Wall","Fa","N","FuseF",6.94697608828926,-9.21034037197618,0,6.94697608828926,0,0,2,0,2,2,"TA",6,0,"None","Detchd",1956,"Unf",2,420,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,6,2009,"Normal",11.4075649504235,60,59,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1414,20,"RL",88,9.30510495751648,"IR1","Corner","SawyerW","Norm","1Fam","1Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",5.90263360662537,"Gd","TA","PConc","Gd","Gd","No","GLQ",6.8834626888721,"Unf",0,868,7.51969245834647,"GasA","Ex","Y","SBrkr",7.51969245834647,-9.21034037197618,0,7.51969245834647,1,0,2,0,2,1,"Gd",7,1,"Gd","Attchd",2005,"Fin",2,620,"TA","TA","Y",5.105946079961,3.78419190664295,0,0,0,-9.21034037197618,9,2009,"Abnorml",12.4568313642665,4,3,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1
1415,50,"RL",64,9.47677327904986,"Reg","Inside","BrkSide","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","TA","TA","No","Unf",-9.21034037197618,"Unf",0,833,6.72503376221485,"GasA","Gd","Y","SBrkr",6.95939860710073,6.67834224044049,0,7.52185930631418,0,0,1,1,4,1,"Gd",8,1,"Gd","Detchd",1922,"Unf",2,370,"TA","TA","N",-9.21034037197618,-9.21034037197618,0,220,0,-9.21034037197618,6,2008,"Normal",12.2404740727306,85,8,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
1416,120,"RL",51,8.19836441747794,"Reg","Inside","Blmngtn","Norm","TwnhsE","1Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","BrkFace",4.86753521968606,"Gd","TA","PConc","Gd","TA","No","ALQ",6.89568279896244,"Unf",0,398,7.23417725189992,"GasA","Ex","Y","SBrkr",7.35819381646789,-9.21034037197618,0,7.35819381646789,0,1,2,0,1,1,"Gd",7,1,"TA","Attchd",2007,"RFn",3,660,"TA","TA","Y",4.96284532956036,2.99573727354149,0,0,0,-9.21034037197618,5,2009,"Normal",12.0776709312942,2,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
1417,190,"RM",60,9.33609158610009,"Reg","Inside","OldTown","Norm","2fmCon","2Story",4,6,1885,1950,"Gable","VinylSd","AsbShng","None",-9.21034037197618,"TA","TA","PConc","TA","TA","No","Unf",-9.21034037197618,"Unf",0,777,6.65544047906777,"GasA","Gd","Y","SBrkr",7.12769377960422,6.95081486422802,0,7.73630714021641,0,0,2,0,4,2,"TA",11,0,"None","Detchd",1971,"Unf",2,560,"TA","TA","N",-9.21034037197618,-9.21034037197618,114,0,0,-9.21034037197618,4,2010,"Normal",11.7158663097832,125,60,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
1418,60,"RL",0,9.71383922639983,"IR1","Inside","NoRidge","Norm","1Fam","2Story",8,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",6.59441359654867,"Gd","TA","PConc","Gd","TA","Mn","GLQ",6.66057527788065,"Unf",0,503,7.15773556213152,"GasA","Ex","Y","SBrkr",7.17778249253107,7.03878362910784,0,7.8038433443551,1,0,2,1,3,1,"Gd",7,1,"TA","Attchd",1998,"Fin",3,1069,"TA","TA","Y",-9.21034037197618,4.83628270060196,0,0,0,-9.21034037197618,5,2009,"Normal",12.7367008968865,11,11,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
1419,20,"RL",71,9.1273934620201,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1963,1963,"Gable","HdBoard","HdBoard","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","BLQ",3.2188798248602,"Rec",872,247,7.04228625935233,"GasA","TA","Y","SBrkr",7.04228625935233,-9.21034037197618,0,7.04228625935233,1,0,1,1,3,1,"TA",6,0,"None","Detchd",1962,"Unf",1,336,"TA","TA","Y",-9.21034037197618,4.4773379508412,0,0,0,-9.21034037197618,8,2008,"Normal",11.7280368453936,45,45,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
1420,20,"RL",0,9.70387741170926,"IR1","Inside","Crawfor","Norm","1Fam","1Story",6,5,1969,1969,"Gable","Plywood","Plywood","BrkFace",5.74300350832225,"Gd","Gd","CBlock","TA","TA","Av","Rec",7.01211538439647,"Unf",0,734,7.51969245834647,"GasA","Gd","Y","SBrkr",7.51969245834647,-9.21034037197618,0,7.51969245834647,1,0,2,0,3,1,"Gd",7,1,"TA","Attchd",1969,"RFn",2,540,"TA","TA","Y",-9.21034037197618,4.29046081101047,216,0,0,-9.21034037197618,12,2006,"Normal",12.3149270508907,37,37,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1421,60,"RL",90,9.36734412933286,"Reg","Corner","NWAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","HdBoard","HdBoard","BrkFace",6.04025494937262,"TA","TA","CBlock","TA","TA","No","ALQ",6.00141512548587,"Unf",0,304,6.56244423493665,"GasA","Gd","Y","SBrkr",6.56244423493665,6.56244423493665,0,7.25559134487513,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1968,"RFn",2,776,"TA","TA","Y",-9.21034037197618,5.12989930663888,0,119,0,-9.21034037197618,5,2006,"Normal",12.1001564204945,38,38,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0
1422,120,"RL",53,8.30474229437488,"Reg","Inside","NPkVill","Norm","TwnhsE","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","None",-9.21034037197618,"TA","TA","CBlock","Gd","TA","No","ALQ",5.88610430922789,"Unf",0,709,6.97447900457041,"GasA","TA","Y","SBrkr",6.97447900457041,-9.21034037197618,0,6.97447900457041,0,0,2,0,2,1,"TA",4,1,"Fa","Attchd",1977,"RFn",2,440,"TA","TA","Y",-9.21034037197618,4.00733500341264,0,165,0,-9.21034037197618,7,2010,"Normal",11.7558716443649,33,33,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0
1423,120,"RM",37,8.39728291729159,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",5.13579902528538,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.53087777349847,"Unf",0,162,6.74288075371642,"GasA","Ex","Y","SBrkr",6.74288075371642,-9.21034037197618,0,6.74288075371642,1,0,1,0,1,1,"Gd",3,0,"None","Attchd",2003,"Fin",2,420,"TA","TA","Y",4.94164313689476,-9.21034037197618,0,0,0,-9.21034037197618,3,2008,"Normal",11.8240798943398,5,5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1424,80,"RL",0,9.88786617671189,"IR1","CulDSac","Edwards","Norm","1Fam","SLvl",6,7,1966,1966,"Flat","Plywood","Plywood","None",-9.21034037197618,"Gd","Gd","CBlock","Gd","TA","Av","Unf",-9.21034037197618,"Unf",0,697,6.54678555423254,"GasA","TA","Y","SBrkr",7.36201061475179,6.43935053084449,0,7.69666712696035,0,0,2,0,4,1,"Gd",8,1,"Gd","Attchd",1966,"Unf",2,432,"Gd","Gd","Y",6.37331996022546,5.46383222875433,0,0,738,-9.21034037197618,8,2006,"Alloca",12.5244172801524,40,40,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
1425,20,"RL",0,9.15936282773431,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,5,1958,1983,"Hip","HdBoard","HdBoard","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","ALQ",6.12468360971256,"Rec",374,193,6.9314719032557,"GasA","TA","Y","SBrkr",7.20340559548785,-9.21034037197618,0,7.20340559548785,1,0,1,0,2,1,"TA",6,1,"TA","Detchd",1970,"Unf",1,484,"TA","TA","Y",5.75574253004256,3.3322080815974,0,0,0,-9.21034037197618,6,2007,"Normal",11.8775685792526,49,24,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0
1426,20,"RL",80,9.27995972318373,"IR1","Inside","NAmes","Norm","1Fam","1Story",6,6,1959,1959,"Hip","HdBoard","HdBoard","Stone",5.4930618548631,"Gd","TA","CBlock","TA","TA","No","Unf",-9.21034037197618,"Unf",0,1252,7.13249763153225,"GasA","Ex","Y","SBrkr",7.13249763153225,-9.21034037197618,0,7.13249763153225,0,0,1,0,3,1,"Gd",7,0,"None","Detchd",1960,"Unf",2,528,"TA","TA","Y",-9.21034037197618,3.66356421022892,0,0,0,-9.21034037197618,10,2008,"Normal",11.8635823372876,49,49,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1427,60,"RL",81,9.30054664899976,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1994,1994,"Gable","VinylSd","VinylSd","BrkFace",6.10479345562925,"Gd","TA","PConc","Gd","TA","No","GLQ",6.90775537898213,"Unf",0,223,7.10906221745332,"GasA","Ex","Y","SBrkr",7.10906221745332,6.80682947101164,0,7.66246786221481,1,0,2,1,3,1,"Gd",5,2,"TA","Attchd",1994,"RFn",2,525,"TA","TA","Y",5.14166414129781,4.88280268016184,0,0,0,-9.21034037197618,8,2008,"Normal",12.5098741002308,14,14,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0
1428,50,"RL",60,9.29926659031971,"Reg","Inside","NAmes","Artery","1Fam","1.5Fin",5,6,1945,1950,"Gable","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","BLQ",6.36302827595424,"Unf",0,333,6.81673599012399,"GasA","TA","Y","FuseA",6.95463896030083,6.23441092179678,0,7.35115829061554,1,0,1,1,3,1,"TA",6,1,"TA","Attchd",1962,"Unf",1,288,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,4,2008,"Normal",11.8493977023057,63,58,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
1429,30,"RM",60,8.88183631889304,"Reg","Corner","OldTown","Norm","1Fam","1Story",5,7,1940,1992,"Gable","MetalSd","MetalSd","Stone",5.68358010747468,"TA","Gd","CBlock","TA","TA","No","BLQ",6.23441092179678,"Unf",0,278,6.66949821676142,"GasA","TA","Y","SBrkr",6.68959939355707,-9.21034037197618,0,6.68959939355707,1,0,1,0,2,1,"Gd",4,2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",-9.21034037197618,-9.21034037197618,154,0,0,-9.21034037197618,2,2010,"Abnorml",11.686878772934,70,18,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
1430,20,"RL",0,9.43715717662736,"IR1","Corner","NWAmes","Norm","1Fam","1Story",6,7,1981,1981,"Gable","MetalSd","MetalSd","BrkFace",5.73657262005978,"Gd","Gd","CBlock","Gd","TA","No","BLQ",6.51914743543301,"Unf",0,762,7.27239846201449,"GasA","Ex","Y","SBrkr",7.27239846201449,-9.21034037197618,0,7.27239846201449,0,0,2,0,3,1,"Gd",7,1,"TA","Attchd",1981,"Fin",2,467,"TA","TA","Y",-9.21034037197618,-9.21034037197618,99,0,0,-9.21034037197618,4,2007,"Normal",12.1166948349257,26,26,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1431,60,"RL",60,9.9956108459719,"IR3","Inside","Gilbert","RRAn","1Fam","2Story",5,5,2005,2005,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","Gd","Av","Unf",-9.21034037197618,"Unf",0,732,6.59578065057332,"GasA","Ex","Y","SBrkr",6.59850916485429,7.00669531741675,0,7.51643335732259,0,0,2,1,4,1,"TA",7,1,"Gd","BuiltIn",2005,"Fin",2,372,"TA","TA","Y",4.60517118598759,3.68888195411081,0,0,0,-9.21034037197618,7,2006,"Normal",12.1659795524842,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1432,120,"RL",0,8.50268852550556,"IR1","Inside","NPkVill","Norm","TwnhsE","1Story",6,6,1976,1976,"Gable","Plywood","Plywood","None",-9.21034037197618,"TA","TA","CBlock","Gd","TA","No","LwQ",6.86484788235499,"Unf",0,0,6.86484788235499,"GasA","TA","Y","SBrkr",6.86484788235499,-9.21034037197618,0,6.86484788235499,0,0,2,0,2,1,"TA",5,0,"None","Attchd",1976,"RFn",2,440,"TA","TA","Y",-9.21034037197618,4.09434622888738,0,0,0,-9.21034037197618,10,2009,"Normal",11.8758309593552,33,33,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1433,30,"RL",60,9.28730142237157,"Reg","Inside","OldTown","Norm","1Fam","1Story",4,6,1927,2007,"Gable","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","TA","TA","No","Unf",-9.21034037197618,"Unf",0,656,6.4861609413831,"GasA","TA","Y","SBrkr",6.87523219058236,-9.21034037197618,0,6.87523219058236,0,0,2,0,4,1,"TA",5,0,"None","Detchd",1928,"Unf",1,216,"Fa","Fa","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,8,2007,"Normal",11.0744205043343,80,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1434,60,"RL",93,9.23610558960785,"IR1","Inside","Gilbert","Norm","1Fam","2Story",6,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",5.76205169724554,"TA","TA","PConc","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,936,6.84161558331519,"GasA","Ex","Y","SBrkr",6.8690145546158,6.72142582127256,0,7.49108764933845,1,0,2,1,3,1,"TA",8,1,"TA","Attchd",2000,"Fin",2,451,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,5,2008,"Normal",12.1361865186022,8,8,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
1435,20,"RL",80,9.76422549094975,"Reg","Inside","Mitchel","Norm","1Fam","1Story",5,5,1977,1977,"Gable","BrkFace","BrkFace","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","ALQ",6.84161558331519,"Unf",0,190,7.02642689750958,"GasA","Fa","Y","SBrkr",7.02642689750958,-9.21034037197618,0,7.02642689750958,1,0,2,0,3,1,"TA",5,1,"Gd","Attchd",1977,"RFn",2,484,"TA","TA","P",5.68697569532281,3.71357450572572,0,0,0,-9.21034037197618,5,2006,"Normal",11.982929094841,29,29,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
1436,20,"RL",80,9.03598699673617,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,9,1962,2005,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.46806056307597,"Gd","Gd","CBlock","TA","TA","No","Unf",-9.21034037197618,"Unf",0,1319,7.18462922853232,"GasA","TA","Y","SBrkr",7.3375878086004,-9.21034037197618,0,7.3375878086004,1,0,1,1,3,1,"Gd",7,1,"Gd","Attchd",1962,"RFn",2,462,"TA","TA","Y",-9.21034037197618,3.58352171623003,0,0,0,-9.21034037197618,7,2008,"Abnorml",12.0668105787714,46,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
1437,20,"RL",60,9.10497986742947,"Reg","FR2","NAmes","Norm","1Fam","1Story",4,6,1971,1971,"Gable","HdBoard","HdBoard","None",-9.21034037197618,"TA","TA","PConc","TA","TA","No","ALQ",6.42324712587117,"Unf",0,248,6.76157288454479,"GasA","TA","Y","SBrkr",6.76157288454479,-9.21034037197618,0,6.76157288454479,0,0,1,0,3,1,"TA",5,0,"None","Detchd",1974,"Unf",2,528,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,5,2007,"Normal",11.6994050327427,36,36,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
1438,20,"RL",96,9.42899386605353,"Reg","FR2","NridgHt","Norm","1Fam","1Story",8,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",6.05443958101113,"Ex","TA","PConc","Ex","TA","Av","GLQ",7.19743542894689,"Unf",0,596,7.5663110665323,"GasA","Ex","Y","SBrkr",7.5663110665323,-9.21034037197618,0,7.5663110665323,1,0,2,0,2,1,"Ex",7,1,"Gd","Attchd",2008,"Fin",3,774,"TA","TA","Y",-9.21034037197618,4.18965625717679,0,0,0,-9.21034037197618,11,2008,"Partial",12.8856709534977,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
1439,20,"RM",90,8.91018079151403,"Reg","Inside","OldTown","Artery","1Fam","1Story",6,7,1957,1996,"Gable","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","GLQ",6.3969298218828,"Unf",0,312,6.81564009972345,"GasA","TA","Y","FuseA",7.11963571892378,-9.21034037197618,0,7.11963571892378,1,0,1,0,2,1,"TA",6,0,"None","Attchd",1957,"Unf",2,923,"TA","TA","Y",-9.21034037197618,5.06259566593816,158,0,0,-9.21034037197618,4,2010,"Normal",11.9163885710757,53,14,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0
1440,60,"RL",80,9.35738012325809,"Reg","Inside","NWAmes","Norm","1Fam","SLvl",7,6,1979,1979,"Hip","HdBoard","HdBoard","BrkFace",4.56434923313396,"TA","TA","CBlock","TA","TA","No","GLQ",5.7525729562859,"Rec",110,114,6.28971575643774,"GasA","TA","Y","SBrkr",6.94697608828926,6.52941898424762,0,7.45298238743647,0,0,2,1,3,1,"TA",6,1,"TA","Attchd",1979,"RFn",2,550,"TA","TA","Y",-9.21034037197618,4.4773379508412,216,0,0,-9.21034037197618,11,2007,"Normal",12.1909590082277,28,28,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
1441,70,"RL",79,9.35236064067265,"IR1","Inside","Crawfor","Norm","1Fam","2.5Fin",6,7,1922,1994,"Gable","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","BrkTil","Ex","TA","No","Unf",-9.21034037197618,"Unf",0,588,6.37672711796664,"GasA","Fa","Y","SBrkr",7.26052266836392,6.61740311166431,384,7.84580754177675,0,0,2,0,3,1,"TA",11,1,"Gd","Detchd",1993,"Fin",2,672,"TA","TA","Y",6.06610832212228,-9.21034037197618,0,0,0,-9.21034037197618,9,2008,"Normal",12.1600287075523,86,14,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0
1442,120,"RM",0,8.39525154320476,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",4.99043326705061,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.54678555423254,"Unf",0,151,6.74288075371642,"GasA","Ex","Y","SBrkr",6.74288075371642,-9.21034037197618,0,6.74288075371642,1,0,1,0,1,1,"Gd",3,1,"TA","Attchd",2004,"RFn",2,420,"TA","TA","Y",5.00394697708617,-9.21034037197618,0,0,0,-9.21034037197618,5,2008,"Normal",11.9137129841971,4,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
